"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" 0.118691588785047 0.125233644859813 0.144833948339483 0.0878316559926807 0.128054740957967 0.113935969868173 0.14692378328742 0.100664767331434 0.114075436982521 0.154135338345865 0.116760828625235 0.125803489439853 0.120300751879699 0.0941286113699907 0.148737137511693 0.114285714285714 0.108247422680412 0.120111731843575 0.164717348927875 0.136744186046512 0.145612343297975 0.117647058823529 0.109274563820018 0.104726598702502 0.14247311827957 0.127272727272727 0.0747126436781609 0.0987884436160298 0.116632860040568 0.116781157998037 0.0957551826258638 0.115601503759398 0.111726685133887 0.129126213592233 0.134259259259259 0.117972350230415 0.122562674094708 0.13339552238806 0.117021276595745 0.127406049495875 0.0957345971563981 0.139944392956441 0.107142857142857 0.121042830540037 0.135948905109489 0.103024574669187 0.148114075436983 0.0727788279773157 0.0867924528301887 0.0919117647058824 0.196307094266278 0.120259019426457 0.102119460500963 0.137218045112782 0.128968253968254 0.0956937799043062 0.164319248826291 0.112676056338028 0.112546125461255 0.132299270072993 0.119744058500914 0.0848427073403241 0.103349282296651 0.117700729927007 0.126865671641791 0.121973929236499 0.0836614173228346 0.103992571959146 0.0918163672654691 0.121100917431193 0.0869565217391304 0.169553327256153 0.100487804878049 0.0919220055710306 0.0792270531400966 0.123352165725047 0.132596685082873 0.0982490272373541 0.084 0.110074626865672 0.088126159554731 0.0872420262664165 0.116883116883117 0.120540019286403 0.121477162293489 0.120754716981132 0.104323308270677 0.120921305182342 0.124653739612188 0.119811320754717 0.113382899628253 0.0884871550903901 0.119853613906679 0.185528756957328 0.0935672514619883 0.14692378328742 0.133953488372093 0.128155339805825 0.11599625818522 0.0811567164179104
"3" 0.108411214953271 0.114953271028037 0.11070110701107 0.121683440073193 0.126099706744868 0.124293785310734 0.117539026629936 0.11965811965812 0.107635694572217 0.111842105263158 0.112994350282486 0.110192837465565 0.115601503759398 0.118359739049394 0.125350795135641 0.112442396313364 0.12680412371134 0.132216014897579 0.113060428849903 0.111627906976744 0.119575699132112 0.122468659594986 0.112029384756657 0.107506950880445 0.127240143369176 0.130143540669856 0.101532567049808 0.110904007455732 0.113590263691684 0.0932286555446516 0.102665350444225 0.132518796992481 0.111726685133887 0.137864077669903 0.114814814814815 0.12073732718894 0.135561745589601 0.103544776119403 0.120889748549323 0.131072410632447 0.106161137440758 0.122335495829472 0.125 0.120111731843575 0.126824817518248 0.125708884688091 0.115915363385465 0.0926275992438563 0.119811320754717 0.102941176470588 0.119533527696793 0.123959296947271 0.11271676300578 0.116541353383459 0.117063492063492 0.110047846889952 0.123943661971831 0.117370892018779 0.109778597785978 0.122262773722628 0.117915904936015 0.0991420400381316 0.115789473684211 0.125 0.125 0.141527001862197 0.0866141732283465 0.124419684308264 0.124750499001996 0.113761467889908 0.124223602484472 0.125797629899727 0.104390243902439 0.118848653667595 0.114975845410628 0.14030131826742 0.115101289134438 0.102140077821012 0.102 0.114738805970149 0.109461966604824 0.112570356472795 0.11317254174397 0.1099324975892 0.11175898931001 0.109433962264151 0.102443609022556 0.129558541266795 0.134810710987996 0.116981132075472 0.12360594795539 0.09895337773549 0.119853613906679 0.103896103896104 0.126705653021442 0.105601469237833 0.118139534883721 0.100970873786408 0.111318989710009 0.115671641791045
"4" 0.119626168224299 0.106542056074766 0.112546125461255 0.119853613906679 0.104594330400782 0.117702448210923 0.114784205693297 0.0987654320987654 0.114075436982521 0.111842105263158 0.109227871939736 0.120293847566575 0.106203007518797 0.127679403541473 0.116931711880262 0.131797235023041 0.104123711340206 0.118249534450652 0.132553606237817 0.111627906976744 0.104146576663452 0.110896817743491 0.124885215794307 0.126042632066728 0.117383512544803 0.11866028708134 0.0967432950191571 0.119291705498602 0.0963488843813387 0.117762512266928 0.105626850937808 0.0911654135338346 0.116343490304709 0.121359223300971 0.112037037037037 0.111520737327189 0.118848653667595 0.0988805970149254 0.111218568665377 0.10724106324473 0.11563981042654 0.108433734939759 0.120300751879699 0.109869646182495 0.117700729927007 0.112476370510397 0.124195032198712 0.110586011342155 0.116037735849057 0.128676470588235 0.120505344995141 0.104532839962997 0.0973025048169557 0.116541353383459 0.118055555555556 0.11866028708134 0.123943661971831 0.116431924882629 0.11070110701107 0.10036496350365 0.110603290676417 0.100095328884652 0.107177033492823 0.124087591240876 0.110074626865672 0.11731843575419 0.118110236220472 0.113277623026927 0.117764471057884 0.118348623853211 0.12008281573499 0.105742935278031 0.131707317073171 0.119777158774373 0.119806763285024 0.120527306967985 0.116022099447514 0.107976653696498 0.12 0.109141791044776 0.101113172541744 0.107879924953096 0.114100185528757 0.110896817743491 0.12536443148688 0.110377358490566 0.115601503759398 0.0873320537428023 0.132963988919668 0.117924528301887 0.118959107806691 0.105613701236917 0.10064043915828 0.11595547309833 0.101364522417154 0.146005509641873 0.109767441860465 0.116504854368932 0.109448082319925 0.101679104477612
"5" 0.100934579439252 0.12803738317757 0.122693726937269 0.129917657822507 0.111436950146628 0.106403013182674 0.116620752984389 0.143399810066477 0.103035878564857 0.102443609022556 0.121468926553672 0.110192837465565 0.104323308270677 0.104380242311277 0.113189897100094 0.126267281105991 0.134020618556701 0.101489757914339 0.110136452241715 0.105116279069767 0.119575699132112 0.114754098360656 0.102846648301194 0.118628359592215 0.109318996415771 0.115789473684211 0.118773946360153 0.119291705498602 0.12474645030426 0.129538763493621 0.116485686080948 0.103383458646617 0.113573407202216 0.114563106796117 0.113888888888889 0.12258064516129 0.115134633240483 0.118470149253731 0.11605415860735 0.105407882676444 0.108056872037915 0.126969416126043 0.102443609022556 0.131284916201117 0.12043795620438 0.123818525519849 0.106715731370745 0.123818525519849 0.117924528301887 0.113970588235294 0.10689990281827 0.108233117483811 0.119460500963391 0.114661654135338 0.114087301587302 0.0976076555023923 0.105164319248826 0.114553990610329 0.114391143911439 0.102189781021898 0.128884826325411 0.109628217349857 0.100478468899522 0.118613138686131 0.125932835820896 0.119180633147114 0.118110236220472 0.12627669452182 0.134730538922156 0.119266055045872 0.122153209109731 0.104831358249772 0.114146341463415 0.119777158774373 0.103381642512077 0.0998116760828625 0.114180478821363 0.141050583657588 0.126 0.123134328358209 0.104823747680891 0.101313320825516 0.115027829313544 0.118611378977821 0.11175898931001 0.115094339622642 0.12312030075188 0.118042226487524 0.11449676823638 0.113207547169811 0.111524163568773 0.123691722169363 0.114364135407136 0.123376623376623 0.118908382066277 0.106519742883379 0.112558139534884 0.109708737864078 0.125350795135641 0.122201492537313
"6" 0.11588785046729 0.113084112149533 0.107011070110701 0.118023787740165 0.100684261974585 0.109227871939736 0.101010101010101 0.0997150997150997 0.124195032198712 0.105263157894737 0.117702448210923 0.123048668503214 0.120300751879699 0.1071761416589 0.0954162768942937 0.107834101382488 0.117525773195876 0.10707635009311 0.10233918128655 0.111627906976744 0.10221793635487 0.104146576663452 0.118457300275482 0.126042632066728 0.113799283154122 0.10622009569378 0.112068965517241 0.0997204100652377 0.102434077079108 0.106967615309127 0.108588351431392 0.100563909774436 0.111726685133887 0.0932038834951456 0.107407407407407 0.102304147465438 0.105849582172702 0.112873134328358 0.103481624758221 0.110907424381302 0.111848341232227 0.100092678405931 0.108082706766917 0.119180633147114 0.10492700729927 0.0945179584120983 0.106715731370745 0.11531190926276 0.120754716981132 0.119485294117647 0.098153547133139 0.128584643848289 0.103082851637765 0.101503759398496 0.103174603174603 0.112918660287081 0.107981220657277 0.108920187793427 0.108856088560886 0.0976277372262774 0.106946983546618 0.114394661582459 0.123444976076555 0.107664233576642 0.113805970149254 0.102420856610801 0.12007874015748 0.108635097493036 0.103792415169661 0.122018348623853 0.12111801242236 0.0938924339106655 0.11219512195122 0.10677808727948 0.114009661835749 0.112052730696798 0.11878453038674 0.120622568093385 0.106 0.118470149253731 0.105751391465677 0.113508442776735 0.106679035250464 0.108968177434908 0.121477162293489 0.117924528301887 0.107142857142857 0.116122840690979 0.101569713758079 0.0943396226415094 0.103159851301115 0.114176974310181 0.104300091491308 0.0705009276437848 0.11598440545809 0.0909090909090909 0.0958139534883721 0.0961165048543689 0.10289990645463 0.110074626865672
"7" 0.094392523364486 0.0953271028037383 0.0802583025830258 0.0988106129917658 0.0957966764418377 0.101694915254237 0.0918273645546373 0.0911680911680912 0.0947562097516099 0.0902255639097744 0.112994350282486 0.0964187327823691 0.0883458646616541 0.103448275862069 0.0813844714686623 0.0940092165898617 0.0814432989690722 0.0819366852886406 0.0799220272904483 0.093953488372093 0.101253616200579 0.112825458052073 0.116620752984389 0.0898980537534754 0.0752688172043011 0.0947368421052632 0.0890804597701149 0.105312208760485 0.0912778904665314 0.0785083415112856 0.0937808489634748 0.0836466165413534 0.0886426592797784 0.0854368932038835 0.0907407407407407 0.0995391705069124 0.107706592386258 0.100746268656716 0.100580270793037 0.10724106324473 0.0947867298578199 0.0954587581093605 0.0930451127819549 0.0819366852886406 0.0821167883211679 0.112476370510397 0.0883164673413064 0.0935727788279773 0.115094339622642 0.117647058823529 0.0806608357628766 0.0999074930619796 0.0838150289017341 0.093984962406015 0.0873015873015873 0.108133971291866 0.0854460093896714 0.0957746478873239 0.101476014760148 0.103102189781022 0.0904936014625228 0.118207816968541 0.0956937799043062 0.093978102189781 0.0755597014925373 0.0931098696461825 0.0964566929133858 0.0965645311049211 0.104790419161677 0.081651376146789 0.098343685300207 0.0884229717411121 0.0985365853658537 0.0993500464252553 0.102415458937198 0.104519774011299 0.10036832412523 0.0963035019455253 0.091 0.0848880597014925 0.11317254174397 0.0881801125703565 0.0918367346938776 0.0935390549662488 0.101068999028183 0.105660377358491 0.093984962406015 0.081573896353167 0.0969529085872576 0.0830188679245283 0.103159851301115 0.0960989533777355 0.0933211344922232 0.0853432282003711 0.10916179337232 0.10376492194674 0.0967441860465116 0.101941747572816 0.0888681010289991 0.102611940298507
"8" 0.0934579439252336 0.0785046728971963 0.0821033210332103 0.0713632204940531 0.0821114369501466 0.0725047080979284 0.0844811753902663 0.0797720797720798 0.0735970561177553 0.0911654135338346 0.0781544256120527 0.0707070707070707 0.0864661654135338 0.0671015843429636 0.0851262862488307 0.0764976958525346 0.0835051546391753 0.0782122905027933 0.0760233918128655 0.0818604651162791 0.0752169720347155 0.0790742526518804 0.0762167125803489 0.100092678405931 0.0806451612903226 0.0813397129186603 0.0977011494252874 0.0736253494874185 0.0821501014198783 0.084396467124632 0.0888450148075025 0.0780075187969925 0.0701754385964912 0.0776699029126214 0.0824074074074074 0.0811059907834101 0.0882079851439183 0.0942164179104478 0.0880077369439071 0.076076993583868 0.0938388625592417 0.0991658943466172 0.0817669172932331 0.0754189944134078 0.0711678832116788 0.0926275992438563 0.0699172033118675 0.0982986767485822 0.0745283018867925 0.0762867647058824 0.0641399416909621 0.0703052728954672 0.0876685934489403 0.0723684210526316 0.0892857142857143 0.0909090909090909 0.063849765258216 0.0845070422535211 0.0811808118081181 0.0848540145985401 0.0703839122486289 0.0896091515729266 0.0842105263157895 0.072992700729927 0.0764925373134328 0.0735567970204842 0.0905511811023622 0.0752089136490251 0.062874251497006 0.0743119266055046 0.0714285714285714 0.0802187784867821 0.0878048780487805 0.0789229340761374 0.0859903381642512 0.0753295668549906 0.072744014732965 0.0836575875486381 0.092 0.083955223880597 0.0918367346938776 0.0938086303939962 0.0825602968460111 0.0703953712632594 0.0738581146744412 0.0830188679245283 0.0883458646616541 0.0786948176583493 0.0609418282548476 0.0783018867924528 0.0669144981412639 0.0865842055185538 0.0823421774931382 0.0760667903525046 0.0789473684210526 0.0716253443526171 0.0669767441860465 0.0796116504854369 0.0720299345182413 0.0811567164179104
"9" 0.0691588785046729 0.0588785046728972 0.0535055350553506 0.0612991765782251 0.0684261974584555 0.0659133709981168 0.0495867768595041 0.0778727445394112 0.0689972401103956 0.0545112781954887 0.0546139359698682 0.0651974288337925 0.0601503759398496 0.0736253494874185 0.0664172123479888 0.0589861751152074 0.0639175257731959 0.058659217877095 0.0565302144249513 0.053953488372093 0.0491803278688525 0.055930568948891 0.061524334251607 0.0574606116774791 0.0618279569892473 0.0602870813397129 0.0670498084291188 0.059645852749301 0.0730223123732252 0.0628066732090285 0.0750246791707799 0.087406015037594 0.0757156048014774 0.0640776699029126 0.0638888888888889 0.0543778801843318 0.0584958217270195 0.0718283582089552 0.0657640232108317 0.0678276810265811 0.0786729857819905 0.0518999073215941 0.0667293233082707 0.058659217877095 0.0666058394160584 0.0689981096408318 0.0597976080956762 0.0756143667296786 0.0622641509433962 0.0726102941176471 0.0573372206025267 0.062904717853839 0.0780346820809249 0.0639097744360902 0.0744047619047619 0.0717703349282297 0.0629107981220657 0.063849765258216 0.0701107011070111 0.0602189781021898 0.0676416819012797 0.0734032411820782 0.0641148325358852 0.0593065693430657 0.0625 0.0642458100558659 0.0698818897637795 0.0603528319405757 0.0658682634730539 0.0669724770642202 0.0610766045548654 0.0683682771194166 0.0829268292682927 0.0659238625812442 0.0734299516908213 0.0574387947269303 0.072744014732965 0.0642023346303502 0.077 0.0634328358208955 0.0760667903525046 0.0844277673545966 0.0686456400742115 0.0607521697203472 0.06511175898931 0.0528301886792453 0.0695488721804511 0.0719769673704415 0.0572483841181902 0.0669811320754717 0.0641263940520446 0.0799238820171266 0.0567246111619396 0.0584415584415584 0.0769980506822612 0.0587695133149679 0.0669767441860465 0.0786407766990291 0.0654817586529467 0.0792910447761194
"10" 0.0448598130841121 0.0495327102803738 0.0599630996309963 0.0686184812442818 0.0459433040078201 0.0706214689265537 0.0633608815426997 0.0560303893637227 0.0643974241030359 0.0535714285714286 0.0527306967984934 0.054178145087236 0.056390977443609 0.0643056849953402 0.0551917680074836 0.0423963133640553 0.0474226804123711 0.0605214152700186 0.0526315789473684 0.0558139534883721 0.0540019286403086 0.0501446480231437 0.0624426078971533 0.0518999073215941 0.0519713261648745 0.0382775119617225 0.0622605363984674 0.0643056849953402 0.0618661257606491 0.056918547595682 0.0572556762092794 0.0601503759398496 0.0609418282548476 0.0524271844660194 0.0537037037037037 0.0534562211981567 0.0510677808727948 0.0550373134328358 0.0483558994197292 0.0540788267644363 0.0464454976303318 0.0370713623725672 0.056390977443609 0.0633147113594041 0.0492700729927007 0.053875236294896 0.0542778288868445 0.0671077504725898 0.0518867924528302 0.0505514705882353 0.0398445092322643 0.0564292321924144 0.0606936416184971 0.0535714285714286 0.0456349206349206 0.0545454545454545 0.0553990610328638 0.0563380281690141 0.0599630996309963 0.0647810218978102 0.0575868372943327 0.0562440419447092 0.0564593301435407 0.0510948905109489 0.0615671641791045 0.0493482309124767 0.0600393700787402 0.0436397400185701 0.0578842315369262 0.0596330275229358 0.0662525879917184 0.0483135824977211 0.0487804878048781 0.0594243268337976 0.0483091787439614 0.0470809792843691 0.0460405156537753 0.0583657587548638 0.06 0.0531716417910448 0.0640074211502783 0.0562851782363977 0.0612244897959184 0.0540019286403086 0.0456754130223518 0.0622641509433962 0.0639097744360902 0.0508637236084453 0.0535549399815328 0.0679245283018868 0.0566914498141264 0.0694576593720266 0.0622140896614822 0.0640074211502783 0.0526315789473684 0.0505050505050505 0.0576744186046512 0.0563106796116505 0.0495790458372311 0.0625
