code,name,date,cumulative_cases,incidence,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),slope,slopeLowerCi,slopeUpperCi,r_squared
E08000005,Rochdale,2020-03-26,40,2,1.6847568849114045,0.3128514994897397,1.1283081270705975,1.2052388960571354,1.4645419905304549,1.6654319337790353,1.8839224394641978,2.2302057323370197,2.3509792356072725,-0.10342457046330411,-0.1690586526877377,-0.03779048823887052,0.6227144625549978
E08000018,Rotherham,2020-03-26,33,10,2.481257030236164,0.413542838372694,1.7378419194941304,1.8424137433056298,2.1912434698791685,2.458320630810921,2.746283521824339,3.1983496298908993,3.3549715483894547,-0.04945634001568893,-0.1709032772105396,0.07199059717916176,0.09928597714391844
E06000017,Rutland,2020-03-26,0,0,5,5,0.12658903992144938,0.2564664719377527,1.4384103622589048,3.4657359027997265,6.931471805599453,14.97866136776995,18.444397270569677,0,0,0,NaN
E08000006,Salford,2020-03-26,55,6,1.7803269829431592,0.254332426134737,1.3170957028205152,1.3836373029266293,1.6028293690230557,1.7682306711472107,1.9446444677824724,2.2182825995094264,2.31228273341843,-0.22022092812388142,-0.39561101299411905,-0.044830843253643754,0.5117049389995253
E08000028,Sandwell,2020-03-26,69,39,2.728904826394135,0.28450799544654815,2.1998824443271836,2.278390469868271,2.532002148502308,2.7190238840180436,2.9150387927501935,3.213125836607239,3.3140720428949364,-0.01881064159724765,-0.09939463685615715,0.06177335366166186,0.03495329602646335
E08000014,Sefton,2020-03-26,25,6,2.34143969293998,0.46828793858799594,1.515256314318205,1.6279679757421306,2.0109259906482095,2.310295582352321,2.6380347722215953,3.1611686703866098,3.3445215977909686,-0.08387428443723824,-0.21051640905287067,0.04276784017839419,0.22574392769074142
E08000019,Sheffield,2020-03-26,269,46,2.0622582557293194,0.13481403959014895,1.8064713365920115,1.845631102858094,1.9697975703377169,2.0593213110218533,2.1515176212798806,2.2889038044064653,2.3347346867054424,-0.15382164000966916,-0.3447935083797973,0.03715022836045892,0.30130866172962606
E06000051,Shropshire,2020-03-26,48,9,2.5216176760490723,0.34637082604508324,1.8888646762082875,1.9801897677513989,2.2801654868002132,2.5057762999212527,2.7458084830837772,3.1170871815264993,3.244374284277212,0.4166876673477513,-0.14272188574819789,0.9760972204437005,0.2694334429882993
E06000039,Slough,2020-03-26,24,39,4.85751741452367,0.758616768065577,3.485838362109714,3.6805937040799708,4.326627766688239,4.818082992043364,5.345443447512209,6.168972371708261,6.453229296904744,-0.09223670464512017,-0.47462081737115364,0.29014740808091327,0.037235576913812435
E08000029,Solihull,2020-03-26,30,11,2.911350158115514,0.47228336005876886,2.0602446466483113,2.180441019851801,2.580436407415144,2.885852207907068,3.2144852953973078,3.7292468816538986,3.9073097271616426,0.05131541625508485,-0.14201133433255062,0.2446421668427203,0.044736811555027144
E10000027,Somerset,2020-03-26,26,2,1.1909168285561753,0.31828591061432915,0.6510853121887141,0.7199889736463879,0.9636709991210455,1.1626848350710133,1.387439120655247,1.7581819096030853,1.8910394717429937,-0.2426619473734813,-0.3485276111460681,-0.13679628360089446,0.7774015569815302
E06000025,South Gloucestershire,2020-03-26,32,7,2.00599661669179,0.40119932333835806,1.2981752419711405,1.394739425178528,1.7228334967674523,1.979314323461221,2.2601004175969908,2.708288270976269,2.865373398192103,-0.10902963531011796,-0.2304105934487741,0.01235132282853818,0.3490908937283723
E08000023,South Tyneside,2020-03-26,10,10,2.8354768407827353,0.7088692101956838,1.6207200092125824,1.7785451805913068,2.3307714122045944,2.7766282103704474,3.276126079840125,4.09321103271428,4.38439485287463,-0.7444571457008418,-1.467668460720472,-0.021245830681211553,0.4132608278930393
E06000045,Southampton,2020-03-26,35,5,1.8564439876341434,0.33342718309482067,1.2613636208722587,1.3440960952680605,1.622020543688772,1.8365208336297307,2.0691653485516226,2.4367628444353975,2.5646992506905626,-0.2094749976911576,-0.3993454887318415,-0.01960450665047367,0.44722610346518843
E06000033,Southend-on-Sea,2020-03-26,15,5,1.8074731387707639,0.5449736563589638,0.9022840785875625,1.013664997133008,1.4163704089424196,1.7530061523007494,2.1393305496246002,2.787159603864372,3.021824959852523,-0.08765282235898676,-0.21041490219282036,0.03510925747484683,0.2531016648609413
E09000028,Southwark,2020-03-26,265,38,1.482417241906911,0.11683084547351028,1.2622746869757988,1.2956227938204792,1.4020330047805767,1.4793491873091038,1.559457400597129,1.6796774281491955,1.719993926308492,-0.0923862578889943,-0.14585216885555197,-0.038920346922436636,0.6649559606896891
E08000013,St. Helens,2020-03-26,18,15,3.5858807100217223,0.6440431879554375,2.4364319669958014,2.5962368337218624,3.133071731555398,3.5473974301042595,3.9967702546589745,4.706816331094485,4.953936467417343,0.23341348998189132,0.019466204415423405,0.44736077554835924,0.44170496725580155
E10000028,Staffordshire,2020-03-26,127,24,1.9547339720984314,0.18227988278124743,1.6138333691215767,1.664879935814102,1.8288964620062467,1.9490710054270797,2.0743993986379405,2.2639057513292737,2.327813199152507,-0.14771912882012875,-0.2076203298968599,-0.08781792774339758,0.801679288174226
E08000007,Stockport,2020-03-26,51,12,1.4619555577581749,0.24034401318088272,1.029351630103863,1.090327069036078,1.293480804463017,1.4488060899158224,1.6161049338310847,1.8784443059040385,1.9692610307734673,-0.13946428035527303,-0.19185167109404694,-0.08707688961649912,0.8248958304157604
E06000004,Stockton-on-Tees,2020-03-26,18,8,2.0848719478787476,0.5383116222072939,1.166887002656678,1.2851610040968884,1.7010892523901062,2.038728972372486,2.418433565718674,3.042034701159221,3.2648568095476747,-0.2335773564300585,-0.4059915839766006,-0.061163128883516354,0.5495413542365187
E06000021,Stoke-on-Trent,2020-03-26,17,5,2.7854406760175574,0.6078329876980677,1.7242316801933883,1.866513815616935,2.355017803151524,2.741354273722953,3.1678585092544864,3.8547871145396906,4.097035439348177,-0.4125210190005524,-0.8447961479402892,0.019754109939184528,0.37708033464817114
E10000029,Suffolk,2020-03-26,44,20,2.5765551015364743,0.3680793002194963,1.9061496482538645,2.002451114703796,2.319673985293237,2.5590488714078363,2.8143614471632046,3.210380679040736,3.3464211518801505,-0.31657445812984436,-0.6346283919035496,0.001479475643860917,0.397059082947526
E08000024,Sunderland,2020-03-26,29,29,2.958125479493864,0.4314869479160777,2.173519336977915,2.2859313607653515,2.6568038789853547,2.937172523849304,3.236617234505527,3.7017998344585745,3.861773255121228,-0.29770533478103134,-0.5267006444330089,-0.06871002512905378,0.529066246729399
E10000030,Surrey,2020-03-26,151,134,3.6292138411150723,0.24751032963683736,3.1602829358568596,3.23191553204647,3.459346140655942,3.623588706476713,3.7929501036431112,4.045700436412917,4.130110040505563,0.11091174161747906,-0.04281333662495741,0.26463681985991555,0.25706660469782855
E09000029,Sutton,2020-03-26,58,15,2.0483502594632097,0.2926214656376014,1.5153807982791307,1.5919400512412636,1.8441308733556678,2.0344328815640007,2.2374052847083647,2.5522388762294734,2.660390468901386,0.07193055383070338,-0.019283939151697446,0.1631450468131042,0.29246657985252195
E06000030,Swindon,2020-03-26,12,5,3.023273169560125,0.8385051101987359,1.609765634386282,1.7882842872553524,2.423668692903958,2.946116693778956,3.5389232725983213,4.521553707880359,4.874815205200466,-0.21882606513151626,-0.4094886501780683,-0.02816348008496422,0.4668324484010894
E08000008,Tameside,2020-03-26,42,3,1.3346453167319496,0.27243333446570966,0.8551324377795955,0.9202957090436525,1.1422180115665945,1.3161550445988983,1.5069359316838227,1.8120804480202006,1.9191806431855631,-0.22031423759526952,-0.32370980505468316,-0.11691867013585591,0.7511166142384065
E06000020,Telford and Wrekin,2020-03-26,18,4,2.7621821725030453,0.5759547972183703,1.7509865546233574,1.8878311358060482,2.355043126062438,2.722255330941335,3.1258411015249976,3.7727577696853283,4.000151916831975,0.084741590040253,-0.5905894914005534,0.7600726714810593,0.010357814220907632
E06000034,Thurrock,2020-03-26,21,6,1.762667889408095,0.4043837474186323,1.0612412147170793,1.1542647163054485,1.4757503346849068,1.73184220163618,2.016023890148687,2.4762487599742258,2.6391554499553167,-0.2683987415315915,-0.37328705248569816,-0.16351043057748485,0.8131707727090501
E06000027,Torbay,2020-03-26,25,2,1.519003525438011,0.4059707686779137,0.8304533623683812,0.918339352523282,1.229153547861038,1.4829938758925463,1.7696659120696292,2.2425449494120113,2.412003555111864,-0.02928846446333979,-0.26807779857107134,0.20950086964439174,0.009900844142502495
E09000030,Tower Hamlets,2020-03-26,97,38,2.0678724140048064,0.22835830640662766,1.6446402979452146,1.7071296577531194,1.9096116126332172,2.059472530443478,2.2169789191500295,2.4572697156408148,2.5388329835043386,-0.08768087748177299,-0.18208654938242433,0.006724794418878355,0.3644262906470275
E08000009,Trafford,2020-03-26,50,7,1.7577292479109627,0.2929548746518271,1.2310919557776816,1.3051709209880573,1.5522828507347044,1.7414810399985077,1.945474737418523,2.265719601394683,2.3766709956493264,-0.03640545913906852,-0.13536717785509922,0.06255625957696219,0.08253152913735705
E08000036,Wakefield,2020-03-26,25,10,2.496175220228296,0.4803891451144267,1.6449951989710176,1.7619399817848016,2.1575979802745255,2.4654267963094303,2.80126237898283,3.3353161158499773,3.5220130113154466,0.0025054665194538858,-0.11761908486834585,0.12263001790725361,2.8908014385702345e-4
E08000030,Walsall,2020-03-26,82,22,2.1712107538828938,0.25070982264433983,1.7077949908962977,1.7759313475566239,1.9972657761674988,2.1615685900214943,2.3346478674951876,2.5993826937644426,2.689412857405897,0.018766871371617706,-0.07579689492765268,0.11333063767088811,0.02551179382965802
E09000031,Waltham Forest,2020-03-26,100,36,2.124958119081344,0.21575680772787906,1.723197886316325,1.7829532270644883,1.9757284623948759,2.1176603354084547,2.26623420513906,2.4918577167902436,2.568185629604809,-0.27603204649505453,-0.4455557065411944,-0.10650838644891464,0.6379874698858393
E09000032,Wandsworth,2020-03-26,214,24,1.3784307433360057,0.12329059377499497,1.1473936103343962,1.1820957277675477,1.2933912732761859,1.374756675722338,1.4594657705304321,1.5872988430279678,1.6303451821459523,-0.3007465711543467,-0.445208780588392,-0.15628436172030147,0.7423255452350215
E06000007,Warrington,2020-03-26,10,6,3.033310272050255,0.8412889015591397,1.6151099687388988,1.794221293826043,2.4317151411434788,2.955897640965956,3.5506723053848437,4.536565020267729,4.8909993265453995,-0.012110961473794023,-0.15898098205366365,0.13475905910607558,0.004499482843873293
E10000031,Warwickshire,2020-03-26,80,27,2.3520767219414065,0.2507322210206319,1.8864343097588951,1.9554034889884098,2.178458388075697,2.343173364917508,2.5159918762559954,2.7791218697480677,2.8683088792979237,-0.08466201071444934,-0.21178432124811244,0.04246029981921376,0.2276946480389125
E06000037,West Berkshire,2020-03-26,20,14,2.9723251773871078,0.5720242470945163,1.9587810210435823,2.0980332335904586,2.569163713941129,2.9357114357561587,3.3356082658157566,3.971533723012913,4.193843390393263,0.15513679653974297,0.066132426053517,0.24414116702596894,0.6688159197109458
E10000032,West Sussex,2020-03-26,76,18,1.8739598085760203,0.23609674382963597,1.440002170357753,1.5032458030960218,1.709777619375792,1.864054057836792,2.0273475339404423,2.2784659722246974,2.364199648451833,-0.04868025454973092,-0.152855113617773,0.05549460451831113,0.12675016326582075
E09000033,Westminster,2020-03-26,180,17,1.1605376357827935,0.12894862619808817,0.9216344013207117,0.9568881112638296,1.071157951462127,1.1557652705137291,1.2447163564624746,1.3804671554840895,1.4265575765910348,-0.10672740104568516,-0.13643518124600856,-0.07701962084536178,0.8956060396849975
E08000010,Wigan,2020-03-26,19,5,1.7033311098577908,0.4552343878086613,0.9312269680218032,1.029777720962506,1.3783085040965057,1.6629517721546874,1.9844108006358099,2.5146726216362736,2.704694639418262,-0.06886759690371168,-0.30397208059159625,0.16623688678417292,0.05395715190687136
E06000054,Wiltshire,2020-03-26,45,11,1.7714954206168723,0.29524923676947873,1.2407336139000764,1.3153927502774128,1.564440009658374,1.7551199600933851,1.9607112940509608,2.2834642497089974,2.395284592385069,-0.10303489748889598,-0.15476453669067103,-0.05130525828712093,0.7250526309631329
E06000040,Windsor and Maidenhead,2020-03-26,17,24,6.866736963254048,1.3215041447296927,4.525222927305817,4.846926730908868,5.93534367416657,6.782151018575786,7.7060022732599345,9.175132527254762,9.688717656467073,0.17029480445745612,-0.32717768821612736,0.6677672971310397,0.07226357417241741
E08000015,Wirral,2020-03-26,25,10,2.7274202410679727,0.5567323253962685,1.7475096119955054,1.8806742983669984,2.3341845847759575,2.6896343650406065,3.0795054765044703,3.703084879865824,3.9219499494497057,0.14455968224012455,0.06876884720692387,0.22035051727332522,0.7074478621417393
E06000041,Wokingham,2020-03-26,17,9,2.182486349435066,0.6580443937407817,1.0894893221866586,1.2239794726064284,1.7102379100155696,2.1167185922740854,2.5831972942405477,3.365437448917086,3.6487910020867713,-0.09332070954217803,-0.24171540026089644,0.05507398117654039,0.2081560802666283
E08000031,Wolverhampton,2020-03-26,110,26,1.6763376430559642,0.17972225997407443,1.342677732568769,1.392073276821943,1.5518728097575578,1.6699192866399233,1.7938075562076035,1.9824968862491557,2.046467221527544,-0.06011282633011877,-0.09703965119307603,-0.02318600146716151,0.6378768432311092
E10000034,Worcestershire,2020-03-26,82,17,2.344606037463793,0.254308230555703,1.872788027968596,1.9425644349952933,2.1684381164131574,2.3354179416763197,2.510760556475006,2.777990945874308,2.868631438547321,-0.05145118300934761,-0.14851962947885539,0.04561726346016017,0.15736380811280415
E06000014,York,2020-03-26,17,3,1.4011302492893316,0.44307628863138054,0.6718964159251278,0.7601700036861283,1.082497365536412,1.3547128518421814,1.6692850046120626,2.200505380066154,2.3938034918946176,-0.06256767294071834,-0.19017327310915333,0.06503792722771666,0.13778618895487857
S08000015,Ayrshire and Arran,2020-03-26,75,1,1.6636002744593128,0.2243198152468561,1.253251397118225,1.3126052335940763,1.5073121660375863,1.6535287839958113,1.8089139137893144,2.048953283503776,2.1311713560456362,0.005136077245798826,-0.07166140512398063,0.08193355961557829,0.0029642173800316905
S08000016,Borders,2020-03-26,23,5,2.6053245595506764,0.5977024458003166,1.5685755762183013,1.7060696638793427,2.1812439052320896,2.559762419399488,2.979799306044559,3.6600381437050817,3.9008236046947675,0.17028862657335025,0.057337640334832185,0.2832396128118683,0.6017285305904262
S08000017,Dumfries and Galloway,2020-03-26,39,8,1.8440443677236737,0.311700388657964,1.2844444680379303,1.362993203946845,1.6253493980843314,1.826512086490077,2.0436399152733964,2.384908519518769,2.503242394421254,-0.49966622215688733,-0.7425504935137874,-0.2567819507999872,0.7377489554091682
S08000029,Fife,2020-03-26,40,1,1.822896899460966,0.3385034562073034,1.220822662838835,1.3040612959702156,1.5846256973799209,1.8019874176141042,2.0383928414127346,2.413069298631187,2.5437455087242293,0.08488960954157156,0.017297709379786946,0.15248150970335617,0.5118272881274855
S08000019,Forth Valley,2020-03-26,75,6,1.7590011983822083,0.23718367320439254,1.3251204290174876,1.3878779742598601,1.593750582457626,1.7483521476055415,1.9126480026338053,2.1664526848456287,2.253385640045345,0.022570459447259487,-0.04127071618314173,0.0864116350776607,0.07670924545496986
S08000020,Grampian,2020-03-26,40,14,2.249815078950946,0.4412250380594679,1.4696539047809516,1.5764754191524135,1.9386268704656695,2.221037962779609,2.52966136119935,3.0213355255444334,3.1934335315676368,-0.04024181423530676,-0.19988433778667783,0.11940070931606431,0.04052488822735552
S08000031,Greater Glasgow and Clyde,2020-03-26,258,41,1.6729608483094718,0.12136933628124197,1.4435276250031435,1.4784557233505007,1.5895777527495556,1.67002674644265,1.7531457976909792,1.877474723070205,1.9190672193495348,0.01437497760549521,-0.00876976747772594,0.03751972268871636,0.20408325343799147
S08000022,Highland,2020-03-26,29,4,2.178725887262678,0.42728330053546726,1.4232160845663673,1.5266622748133574,1.877370539447201,2.150858064458107,2.4497296445461934,2.925867990305869,3.0925280791180914,0.03113852291991341,-0.11546502814631081,0.17774207398613762,0.02911423253530956
S08000032,Lanarkshire,2020-03-26,114,26,2.019338081893492,0.21053054846457936,1.6278715008865687,1.685965958478505,1.8736338154610261,2.012026370971202,2.157073704976151,2.377652493051719,2.45235078102711,0.01016270649601692,-0.05516675323380877,0.07549216622584261,0.01583071808972552
S08000024,Lothian,2020-03-26,111,28,2.3720508753256686,0.24209642868625353,1.921368824655952,1.9883715461976377,2.204583291945927,2.3638196910447165,2.530547633930676,2.783809006655249,2.8695038845580996,0.1823406866379028,0.10745096497113124,0.25723040830467436,0.7975919255144475
S08000026,Shetland,2020-03-26,28,0,0.14426859940447267,0.14426859940447267,0.003652564697884876,0.007400011740133215,0.04150348966639447,0.09999937292054244,0.19999874584108487,0.4321900992964108,0.5321894722169532,-0.2261489997211886,-0.29286498289438195,-0.15943301654799524,0.8842277667960792
S08000030,Tayside,2020-03-26,77,31,2.635612933224266,0.30638378012999234,2.069523031726964,2.1527016343898495,2.4230044458883273,2.6237503570656604,2.8352938447968943,3.1589913465268036,3.2691053027320938,0.056006619087638085,-0.058171878502095306,0.17018511667737146,0.1378818303636353
W11000028,Aneurin Bevan University Health Board,2020-03-26,360,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W11000023,Betsi Cadwaladr University Health Board,2020-03-26,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W11000029,Cardiff and Vale University Health Board,2020-03-26,158,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W11000030,Cwm Taf Morgannwg University Health Board,2020-03-26,55,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W11000025,Hywel Dda University Health Board,2020-03-26,46,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W11000024,Powys Teaching Health Board,2020-03-26,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W11000031,Swansea Bay University Health Board,2020-03-26,76,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E09000002,Barking and Dagenham,2020-03-27,87,11,1.6414147650216786,0.20845988361774104,1.2584632883155806,1.3142256244216564,1.4964196880914036,1.6325984388994732,1.7768026011227045,1.998679675723041,2.07445841865455,-0.033544832196600156,-0.08601376876763239,0.018924104374432073,0.21364609048259864
E09000003,Barnet,2020-03-27,122,2,0.7067054468630753,0.12492905344458749,0.48338600249983643,0.5145136456006999,0.6189194819574685,0.6993577201691602,0.7864874160146432,0.9239650396026402,0.9717647217548081,-0.1982231585614688,-0.37223486872366784,-0.024211448399269753,0.46310036249363873
E08000016,Barnsley,2020-03-27,49,20,3.051451187340843,0.4114575941636986,2.298770637685723,2.407640140515262,2.7647804399669096,3.0329776020662,3.3179920650252184,3.7582831800058294,3.9090913031652668,0.11683302527688649,-0.049292293038707746,0.28295834359248073,0.24742327536510558
E06000022,Bath and North East Somerset,2020-03-27,28,6,1.5214007360575703,0.3319968588259689,0.9417710346394995,1.0194851814260393,1.2863048385816087,1.497320853301985,1.7302764008590337,2.105475088340728,2.237790517940644,-0.13438733673519704,-0.246430832954514,-0.02234384051588005,0.48881911030808284
E06000055,Bedford,2020-03-27,21,5,2.8138678404762905,0.5867320039909599,1.7837508344702109,1.923156037344459,2.3991104501832194,2.773193891972568,3.1843315178772755,3.8433532240216124,4.075002347000584,-0.07207776624528013,-0.3439180414360324,0.19976250894547215,0.0446447216523133
E09000004,Bexley,2020-03-27,89,17,1.8111262510979675,0.22126428775575682,1.4035979679763353,1.4631816448213903,1.6573857604885387,1.8021236857721699,1.9550562728262213,2.18978176721188,2.2698056638598136,-0.06355157979153608,-0.13796529705477312,0.01086213747170095,0.32651584493314184
E08000025,Birmingham,2020-03-27,382,63,1.9375149617763705,0.10326989445010884,1.7403724610824882,1.7708374508088809,1.8668966278702426,1.9356805030240798,2.006133636585705,2.1104500632312044,2.1450821657123424,-0.09063971885156719,-0.13999318033799552,-0.041286257365138856,0.6915466742730335
E06000008,Blackburn with Darwen,2020-03-27,7,3,3.160849055402006,0.9995482355062087,1.5157499830455656,1.7148888472823673,2.442036189759236,3.056134745687073,3.765786894331199,4.964181849272772,5.400248485114722,0.18345008598697984,-0.06960804717601485,0.4365082191499745,0.2588868252890119
E06000009,Blackpool,2020-03-27,12,1,1.1953811327754655,0.5345906943813286,0.3881370000130618,0.4710159244808192,0.8053522690514882,1.1167032702815294,1.5000672151655934,2.18838878858876,2.4485203744448905,-0.0597164295898497,-0.1204628340265905,0.0010299748468911088,0.39111910833316693
E08000001,Bolton,2020-03-27,29,6,1.4983359720901213,0.3633998515052991,0.8728359191512026,0.954716797090436,1.2399205970202858,1.4690614559930535,1.7248834446842845,2.1418433927987035,2.2900741154798103,-0.21154271475231323,-0.3020224039773881,-0.12106302552723834,0.7841800192344772
E06000058,Bournemouth,2020-03-27,13,26,6.009470811702693,1.1565231969412497,3.9602791316481696,4.241820368499352,5.194355741045532,5.935444856093142,6.743959464864227,8.02967863937408,8.479146102572692,-0.43942089260681216,-1.5267096923298957,0.6478679071162714,0.0979353369910132
E06000036,Bracknell Forest,2020-03-27,21,1,4.20284272540843,1.0507106813521074,2.4022877572728225,2.6362217340470084,3.454750726043615,4.115615231721598,4.8559884052433135,6.067100236888483,6.498703056814788,0.9791835241096424,-0.37917824060953176,2.3375452888288164,0.25672888286982637
E08000032,Bradford,2020-03-27,30,8,2.580666673660807,0.48770015966134117,1.7148342630957578,1.8341755491297438,2.237161738128469,2.5500103222576773,2.890780745269537,3.431748614308922,3.620636858508447,0.22259144354859325,0.16289552009891517,0.28228736699827134,0.9023611551607402
E09000005,Brent,2020-03-27,277,30,1.4165619436094645,0.10708201770025558,1.2144538531540576,1.2451482084120031,1.3429412744356874,1.413864645971277,1.4872426126155038,1.59717666827689,1.6339974448009722,-0.1561644683279471,-0.23462344463270388,-0.0777054920231903,0.7247722585829148
E06000043,Brighton and Hove,2020-03-27,35,0,1.4110169385583728,0.342221875130108,0.8219693643118623,0.8990784425615967,1.1676613239302263,1.3834484633628925,1.624361827269839,2.0170224590967294,2.1566146896870593,-0.027634949357935326,-0.13298173444130468,0.07771183572543401,0.04374020808186795
E06000023,"Bristol, City of",2020-03-27,59,10,1.671868802589137,0.24922748613669915,1.2194725769066455,1.2841072635027435,1.497709577203318,1.659501030228749,1.8325527000243453,2.10182274790954,2.1945301470901684,0.021999345815819207,-0.04911706382134934,0.09311575545298775,0.059803770891087155
E09000006,Bromley,2020-03-27,196,29,1.9188920267752436,0.15363431879941078,1.6295885891421373,1.6733698461058522,1.813154377153159,1.914793391313523,2.0201623198416985,2.1783954742266425,2.2314857802471333,-0.0632936517107692,-0.1523092876542972,0.0257219842327588,0.2515310800499122
E10000002,Buckinghamshire,2020-03-27,116,8,2.143642507042265,0.24919337975454428,1.68322043202518,1.7508726984474763,1.9707200778547107,2.1339942304778057,2.3060504556815165,2.5693257323294993,2.6588855285213806,0.03738783926149092,-0.13461357749634836,0.2093892560193302,0.03045066454721086
E08000002,Bury,2020-03-27,33,11,2.055852416709227,0.38851958763312455,1.366099000705184,1.461170585815445,1.7822039602567201,2.0314304583203864,2.3029005031898997,2.733855074842898,2.8843302823886656,-0.02054064276482052,-0.08846466432596635,0.0473833787963253,0.057303773551267055
E08000033,Calderdale,2020-03-27,15,5,2.6119061221793016,0.7539923513691257,1.3496100072920123,1.5071160879586227,2.0718131846389976,2.5397224296040832,3.07346802704428,3.9630264951335117,4.283969740821848,0.10431935229012274,0.0016881034955992247,0.20695060108464625,0.407145052712317
E10000003,Cambridgeshire,2020-03-27,71,17,2.413932150630479,0.29273227147423136,1.8745127690278045,1.9534397678682878,2.2105736331527064,2.402109517310045,2.6044069868169615,2.914755639014449,3.020526023637358,0.13594304252115952,0.02939899114536379,0.24248709389695525,0.5197262107044032
E09000007,Camden,2020-03-27,106,16,1.7618636904313683,0.21853229522501808,1.3597692000589983,1.4184660380169856,1.6099600069155362,1.7528367755645538,1.9039304779499988,2.136055390783828,2.2152473593290476,-0.012323662799821852,-0.06326554453893689,0.03861821893929318,0.0374442981081868
E06000056,Central Bedfordshire,2020-03-27,45,6,1.9398942334528446,0.32331570557547407,1.3586780721215381,1.440434325311587,1.7131560815790277,1.9219621174168993,2.14709701675144,2.500530951846154,2.6229809652164944,-0.004318408153870871,-0.07006301239646162,0.06142619608871988,0.0028596547852188805
E06000049,Cheshire East,2020-03-27,39,7,1.383904739557229,0.2714060489213789,0.9040125223462833,0.9697205004856592,1.1924868578627452,1.36620337919526,1.5560435966457054,1.8584818782276185,1.9643426880480033,-0.10229394738785022,-0.19603062604688204,-0.008557268728818401,0.4418426174502854
E06000050,Cheshire West and Chester,2020-03-27,26,6,1.8917108016272928,0.4033140980445849,1.18552508793126,1.2806657306157267,1.6063690529976586,1.8631270075469584,2.1459264408261727,2.6002806009045694,2.7602408668828016,-0.002743366099200016,-0.09028837149547456,0.08480163929707452,6.52306308415334e-4
E06000052,Cornwall and Isles of Scilly,2020-03-27,51,8,1.7761384516128924,0.2881277037456355,1.2569012787559348,1.3302299368000494,1.5742566425326638,1.7605828202587284,1.961073256469775,2.275115813053002,2.3837472896990897,-0.020349425110157998,-0.12078668142115614,0.08008783120084015,0.02656154205684769
E06000047,County Durham,2020-03-27,59,14,2.7278159601131793,0.3464329733675203,2.09140085506567,2.184070540781175,2.4868531678825274,2.713164382938292,2.952812778706247,3.3215433629410165,3.44747769033398,-0.21669988662767362,-0.41086152839125734,-0.022538244864089896,0.45294853479246777
E08000026,Coventry,2020-03-27,52,7,1.8419909971559218,0.2842253814611728,1.3275450915233893,1.4007083155957962,1.6431621851682492,1.8273928270705457,2.0249149514803495,2.3330754508444933,2.4393719026601612,-0.004998198421687682,-0.15832620363796523,0.14832980679458985,7.058420700073828e-4
E09000008,Croydon,2020-03-27,229,42,1.8479344709745513,0.13586284437316754,1.5912316101842792,1.6302811570411395,1.7545724175401687,1.8446059279631464,1.937668452944323,2.076942052858259,2.1235518724603337,-0.308761496967099,-0.5313842876717354,-0.08613870626246259,0.5611354512118798
E10000006,Cumbria,2020-03-27,220,27,1.6168556793321045,0.1254923385504883,1.3802464122599396,1.4161229992765594,1.5305363396830476,1.613610142748841,1.6996374753501786,1.8286595127878895,1.8719076558273007,-0.11485958250590655,-0.15121521234595198,-0.07850395266586113,0.869019085786113
E06000005,Darlington,2020-03-27,12,4,3.610274251928729,1.001309917985879,1.9223189885649965,2.1354989626511554,2.8942501012801385,3.51813701448457,4.226043382137382,5.3994621110101075,5.821313136849806,0.23566941766044805,0.022508638132639897,0.44883019718825623,0.44827510159673273
E06000015,Derby,2020-03-27,88,24,2.207126006706571,0.24523622296739675,1.7527766382675918,1.8198226156226152,2.037142526935745,2.1980498585713573,2.367218224222716,2.625390910496443,2.7130462901658667,-0.00728515929271309,-0.09824661076628688,0.0836762921808607,0.004245664995752971
E10000007,Derbyshire,2020-03-27,185,25,1.6201795332545579,0.14491326288444292,1.3486231738794723,1.3894113387528981,1.5202258652332774,1.6158611087125663,1.7154264603648688,1.8656788605923262,1.9162746543655453,-0.19350842182653016,-0.31780323303783675,-0.0692136106152236,0.6170204210740469
E10000008,Devon,2020-03-27,67,19,1.960655332135864,0.2989971350657174,1.4189359856151045,1.4961003506583959,1.7515701130724664,1.9454775776987505,2.1532040112428357,2.4769891939980746,2.5886030230230705,-0.06842294590500494,-0.19091673734764303,0.05407084553763314,0.1717730140295666
E08000017,Doncaster,2020-03-27,28,14,2.4563720352546086,0.42759948605224907,1.6908534841515754,1.7978178713919644,2.1560618978452406,2.4316052461962077,2.7297027007684584,3.1994211310892506,3.3625836604799346,0.014165710652909794,-0.060976931376279825,0.08930835268209941,0.02307777724700017
