code,name,date,cumulative_cases,incidence,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),slope,slopeLowerCi,slopeUpperCi,r_squared
E10000003,Cambridgeshire,2020-03-18,15,1,1.8374312533653399,0.45935781334133496,1.0502507215187453,1.152523784831425,1.5103746134117488,1.7992964637659177,2.1229785278026774,2.6524617552696577,2.8411532105979416,NA,NA,NA,NA
E09000007,Camden,2020-03-18,35,7,1.7122488463551284,0.32358461643663666,1.1377769235539343,1.2169587804825397,1.4843364485295714,1.6919086362616627,1.9180067099219484,2.276933966638879,2.402259597229477,NA,NA,NA,NA
E06000056,Central Bedfordshire,2020-03-18,7,2,2.417917697754732,0.7646127119735548,1.1594855195991596,1.3118184452496384,1.8680558350880883,2.337815618145712,2.880669914374696,3.797392073410122,4.130964862784754,NA,NA,NA,NA
E06000049,Cheshire East,2020-03-18,9,2,2.7019008170339287,0.7799715820191042,1.3961115793613998,1.5590446206476796,2.143198673483371,2.627229994721686,3.17936609699808,4.099574802556124,4.431576328331984,NA,NA,NA,NA
E06000050,Cheshire West and Chester,2020-03-18,5,3,1.468373384583881,0.6566765408561999,0.4767768410968104,0.5785830378776088,0.9892726300136173,1.3717276570628105,1.8426414082024463,2.688156742799353,3.0076952453636943,NA,NA,NA,NA
E06000052,Cornwall and Isles of Scilly,2020-03-18,12,0,1.4283919909217513,0.5398814260993406,0.5742876631910111,0.6703883745645575,1.0371466303433503,1.360979454234525,1.746406489833282,2.416511871891959,2.6648640142023368,NA,NA,NA,NA
E06000047,County Durham,2020-03-18,3,2,5.174827912299728,2.3142533967531023,1.6802525373647053,2.0390369952399423,3.4863854605478153,4.834229932500278,6.493819822420369,9.47357715096215,10.59969178875437,NA,NA,NA,NA
E08000026,Coventry,2020-03-18,7,0,1.2101837884733546,0.6986999360440124,0.24956899116955053,0.32985231111037766,0.6967832511114213,1.0787014803560753,1.5814690058878653,2.539689125587809,2.914399964087636,NA,NA,NA,NA
E09000008,Croydon,2020-03-18,34,19,5.461557513886688,0.7502026201456754,4.091081357434044,4.288881858541398,4.938597577905166,5.427246766606094,5.94713111940772,6.75128156001022,7.026971978526899,NA,NA,NA,NA
E10000006,Cumbria,2020-03-18,36,5,2.7287651661259407,0.47501704377276416,1.8783563818325482,1.9971823128105994,2.395152899646837,2.7012519269710467,3.032406140776145,3.5542128020435104,3.7354688252469135,NA,NA,NA,NA
E06000005,Darlington,2020-03-18,3,0,2.1226294137637787,1.0613147068818893,0.5783450747754718,0.7250469043769397,1.3453863137722384,1.9486060386595905,2.7113552668539938,4.114534852602884,4.652417924083528,NA,NA,NA,NA
E06000015,Derby,2020-03-18,18,0,2.6358450130578053,0.6212746276299725,1.562168805867338,1.703679084534528,2.1945634845512427,2.5871970400610076,3.0241646951386527,3.7340010250393196,3.985785248438285,NA,NA,NA,NA
E10000007,Derbyshire,2020-03-18,37,14,3.857928859473734,0.5627367602866183,2.834661015862667,2.981266558368457,3.464951175922767,3.830602428315631,4.221132309169456,4.827814273719162,5.036448451208074,NA,NA,NA,NA
E10000008,Devon,2020-03-18,25,2,1.7234150230506966,0.47798932573186453,0.9176459162953188,1.0194103652862425,1.381610857498551,1.6794320211751959,2.0173610492190717,2.577508928452328,2.77888542915254,NA,NA,NA,NA
E08000017,Doncaster,2020-03-18,5,0,2.570264534494436,1.0493061022472503,0.9432417847424394,1.1193565208531422,1.8074140401509275,2.428969034702241,3.1797178796606733,4.503546795973385,4.998450020031129,NA,NA,NA,NA
E06000059,Dorset,2020-03-18,5,3,3.5934789624573886,1.2704866712024094,1.5514091583755185,1.788125366930271,2.6753944299271812,3.4449108161830866,4.3500994830905135,5.90593379312943,6.47844756182875,NA,NA,NA,NA
E08000027,Dudley,2020-03-18,12,1,1.3442907662118697,0.44809692207062324,0.6146953393691594,0.7013056697498631,1.0213092524059282,1.2948434477656157,1.6135141031901343,2.156040702849023,2.3544788571951507,NA,NA,NA,NA
E09000009,Ealing,2020-03-18,47,13,2.730110081646337,0.37859814950142484,2.03897679226299,2.1386151091064947,2.466119383680267,2.712629460074339,2.9750533765037854,3.381238919110995,3.5205599759023527,NA,NA,NA,NA
E06000011,East Riding of Yorkshire,2020-03-18,11,0,1.8964759548182082,0.5718090150966361,0.9467139636832168,1.0635794535851348,1.4861147123337703,1.8393269283922657,2.244674545775165,2.9244037200819517,3.1706243667484055,NA,NA,NA,NA
E10000011,East Sussex,2020-03-18,8,1,2.4203374427673023,0.7653779025332105,1.16064588138724,1.3131312550873093,1.8699253026859124,2.3401552005424047,2.8835527613238057,3.801192335320998,4.135098949578986,NA,NA,NA,NA
E09000010,Enfield,2020-03-18,29,3,2.851457901722907,0.5121369576555765,1.93742730060264,2.0645025958533405,2.491388550835031,2.8208563671269054,3.1781933214251765,3.742815142106746,3.9393227011628267,NA,NA,NA,NA
E10000012,Essex,2020-03-18,31,4,1.717094227441169,0.34341884548823376,1.1112128483405985,1.193869917741056,1.4747120845200292,1.694254701541738,1.9346021564548985,2.318242273015,2.452704097583776,NA,NA,NA,NA
E08000037,Gateshead,2020-03-18,2,0,1.6555072402075208,1.1706203958541648,0.20048960713748698,0.2941517769263587,0.7957019760971217,1.389257796776541,2.228837978904829,3.926751028379582,4.611947986776864,NA,NA,NA,NA
E10000013,Gloucestershire,2020-03-18,15,3,1.830141538470746,0.5283163549456005,0.9456608390733576,1.05602407852592,1.4517027763599302,1.7795630076957258,2.1535542398293477,2.7768606785730707,3.0017430204145765,NA,NA,NA,NA
E09000011,Greenwich,2020-03-18,21,16,2.705520193644289,0.44478477996931526,1.9049358968730905,2.017778096810005,2.393737906733837,2.6811855614495084,2.9907916901612244,3.4762814610128925,3.6443484598699944,NA,NA,NA,NA
E09000012,Hackney and City of London,2020-03-18,31,4,1.952984840509438,0.3565646172042161,1.3176706707498786,1.405757135886557,1.702150517341564,1.9313283959096454,2.1802296356392117,2.574097312379625,2.711318271413385,NA,NA,NA,NA
E06000006,Halton,2020-03-18,4,0,2.8705810488991474,1.2837628720522283,0.9320698529239251,1.131094802713706,1.9339680858601702,2.681644504017768,3.6022523711172725,5.255183649720718,5.8798620724467945,NA,NA,NA,NA
E09000013,Hammersmith and Fulham,2020-03-18,26,4,1.5899431605749037,0.31798863211498074,1.0289273820429434,1.1054636839337642,1.365509449119684,1.5687949047516407,1.7913445971294621,2.1465761095875,2.271081017306009,NA,NA,NA,NA
E10000014,Hampshire,2020-03-18,81,13,1.6144095507553335,0.19159516436494087,1.260867253156946,1.3127095857648177,1.4813852904483975,1.6068365218024572,1.7391810020616447,1.9419436627487898,2.010981044602526,NA,NA,NA,NA
E09000014,Haringey,2020-03-18,31,4,2.178843042312378,0.3851686725900526,1.4903270280043914,1.5862966415045396,1.9081901986187606,2.1561892715583633,2.4248187725964474,2.8486759325461195,2.9960470973564184,NA,NA,NA,NA
E09000015,Harrow,2020-03-18,42,18,3.60512074228596,0.46934674339258853,2.7443849439688264,2.869379371518357,3.278441278982804,3.5847734126767117,3.909627945635571,4.41027472310829,4.581463803373625,NA,NA,NA,NA
E06000001,Hartlepool,2020-03-18,1,1,7.059364321560045,4.075725891360332,1.4558106370376729,1.9241272760513377,4.064545294365329,6.292388657466588,9.225182143533264,14.814766956716138,17.00056745198179,NA,NA,NA,NA
E09000016,Havering,2020-03-18,10,8,3.1603861992242237,0.7665062421850478,1.8410414249246456,2.0137498170608468,2.6153199388855595,3.0986385148693723,3.63823463855453,4.517713266977127,4.830371001282812,NA,NA,NA,NA
E06000019,"Herefordshire, County of",2020-03-18,3,0,3.1048967473798363,1.792612972905742,0.6403043540243769,0.8462825048865568,1.7876954480887375,2.7675603901259294,4.05748120180786,6.5159297129083535,7.477303080117114,NA,NA,NA,NA
E10000015,Hertfordshire,2020-03-18,57,3,1.7805555859009803,0.2888442575471745,1.2600271058726737,1.3335381272508244,1.5781717106331636,1.7649612687604885,1.9659503109104006,2.280773869753526,2.389675505417805,NA,NA,NA,NA
E09000017,Hillingdon,2020-03-18,22,9,2.4721799723603257,0.47577125750914523,1.629182179427734,1.745002794744083,2.136857409694154,2.44172712707212,2.774334387477183,3.303254369435182,3.488156583883641,NA,NA,NA,NA
E09000018,Hounslow,2020-03-18,26,6,2.624160846087757,0.5050199902952143,1.7293385328724171,1.852279389638915,2.268223839236978,2.5918358676676063,2.9448906450858363,3.5063267552742263,3.7025961033538124,NA,NA,NA,NA
E06000046,Isle of Wight,2020-03-18,3,0,2.1918759392036287,1.2654801635294788,0.4520175134769663,0.5974260695770882,1.2620086779363027,1.9537361538766598,2.8643449826531993,4.599866185990961,5.278539689048443,NA,NA,NA,NA
E09000019,Islington,2020-03-18,31,7,3.2969677657691343,0.534838796385384,2.3331306166190107,2.4692473825496233,2.922223434082463,3.2680925307871465,3.6402541181524537,4.22319751718444,4.424845354111127,NA,NA,NA,NA
E09000020,Kensington and Chelsea,2020-03-18,58,4,1.367312420622661,0.221807364003151,0.9675916471370088,1.0240417424774153,1.2118991391847727,1.3553373361680334,1.5096795066212896,1.7514367231436907,1.8350637439730046,NA,NA,NA,NA
E10000016,Kent,2020-03-18,23,5,1.5469928054042206,0.38674820135105514,0.8842400536533394,0.9703470537610094,1.2716332413164728,1.5148858925399384,1.7874042920099258,2.233193347776444,2.392058787394645,NA,NA,NA,NA
E06000010,"Kingston upon Hull, City of",2020-03-18,1,0,2.6033835285926634,1.8408701470972346,0.3152818231168353,0.4625711518243511,1.2512886491394695,2.1846904545362253,3.5049801905156506,6.175049374526598,7.25256231558125,NA,NA,NA,NA
E09000021,Kingston upon Thames,2020-03-18,8,8,6.4296934301986175,1.6601397050918991,3.5986506041291624,3.963404694085218,5.24611710632995,6.287389637025953,7.458389194930795,9.381559645608121,10.068737506994726,NA,NA,NA,NA
E08000034,Kirklees,2020-03-18,3,1,2.0617614348986337,1.0308807174493169,0.5617605991435367,0.704255644552833,1.306806359503661,1.8927283096464442,2.6336051358096237,3.9965475021854338,4.51900637610502,NA,NA,NA,NA
E08000011,Knowsley,2020-03-18,1,2,6.260302772878316,3.130151386439158,1.7057218051442355,2.138391711951905,3.967968038173148,5.747053022052224,7.996640763234643,12.135059365440824,13.721445977272314,NA,NA,NA,NA
E09000022,Lambeth,2020-03-18,65,23,2.550880920540027,0.28883038831650987,2.0163655128335924,2.095102639864614,2.350586616058991,2.539988040846466,2.739304207540167,3.0438182314610045,3.147289585115505,NA,NA,NA,NA
E10000017,Lancashire,2020-03-18,16,10,3.0313799726791806,0.6778371684542104,1.8516456403518242,2.008994270003392,2.550928597600244,2.9810094146611705,3.4569867529480494,4.22562843482663,4.497181564460057,NA,NA,NA,NA
E08000035,Leeds,2020-03-18,22,3,1.563920369135349,0.36861956608379126,0.9268783268442485,1.0108403223915128,1.3020957293952509,1.5350561697951242,1.7943212681009066,2.215486962435905,2.3648775653165197,NA,NA,NA,NA
E06000016,Leicester,2020-03-18,5,2,2.8917877937397587,1.1805674231785226,1.0612351542250933,1.2593806903548226,2.033509698864667,2.7328171523424136,3.577479760754449,5.066911004043123,5.623723380047891,NA,NA,NA,NA
E10000018,Leicestershire,2020-03-18,17,3,2.4446882608469065,0.5929239953634903,1.424121001525365,1.5577180216961137,2.023057167672045,2.396923896126595,2.8143236143937513,3.4946363809468495,3.736489953433567,NA,NA,NA,NA
E09000023,Lewisham,2020-03-18,23,19,3.307276733982209,0.5437129458052447,2.3286280347328367,2.4665683773477007,2.9261484371064195,3.277529640215592,3.655997762017822,4.24946922362288,4.454917357544067,NA,NA,NA,NA
E10000019,Lincolnshire,2020-03-18,7,1,2.610851928361345,0.9230755516091407,1.1271805498625356,1.2991673559733814,1.9438151105039092,2.502909337004674,3.160576628567151,4.290972284424289,4.706933722528788,NA,NA,NA,NA
E08000012,Liverpool,2020-03-18,19,1,1.5589293755509845,0.45002414731098805,0.8055215568581087,0.8995298574987954,1.2365721749190226,1.5158461736565159,1.8344149322558012,2.3653524017914074,2.5569090007593536,NA,NA,NA,NA
E06000032,Luton,2020-03-18,5,0,0.8567240277452294,0.6057953696241036,0.10375325433572588,0.15222337237569356,0.4117753068608219,0.718940096620578,1.1534223494181293,2.032091358636629,2.3866803835226302,NA,NA,NA,NA
E08000003,Manchester,2020-03-18,21,4,2.33079410889238,0.549373439982486,1.3813763069426666,1.5065093562043805,1.9405828552295818,2.2877762499861194,2.6741728822562267,3.301858625467252,3.5245034250298586,NA,NA,NA,NA
E06000035,Medway,2020-03-18,4,5,7.421883759936016,2.6240321679145335,3.2042426177692698,3.693150498500178,5.525694369815106,7.115034736024382,8.984589319976681,12.197971538007689,13.38042750523102,NA,NA,NA,NA
E09000024,Merton,2020-03-18,36,6,2.8506564993695402,0.46243754848337143,2.0172942014164565,2.1349848101939872,2.526641391968181,2.8256901114276114,3.147472101186042,3.651502321459498,3.8258530454450477,NA,NA,NA,NA
E06000002,Middlesbrough,2020-03-18,0,0,5,5,0.12658903992144938,0.2564664719377527,1.4384103622589048,3.4657359027997265,6.931471805599453,14.97866136776995,18.444397270569677,NA,NA,NA,NA
E06000042,Milton Keynes,2020-03-18,5,1,2.424567771893413,1.0842996708017751,0.7872505559177398,0.9553522297053733,1.6334799864456648,2.264987028535562,3.042556491685534,4.438665446279725,4.966285167074471,NA,NA,NA,NA
E08000021,Newcastle upon Tyne,2020-03-18,17,7,4.021077180047574,0.9477769805620397,2.3831451794535248,2.5990242427034143,3.3478862012670105,3.946862932584647,4.613472940967975,5.6963540108306745,6.0804599768453675,NA,NA,NA,NA
E09000025,Newham,2020-03-18,24,11,3.4619699516878075,0.5769949919479679,2.4247211928300345,2.57062486480639,3.0573289897466926,3.429967976623361,3.831747745402381,4.462492268533839,4.68101875289652,NA,NA,NA,NA
E10000020,Norfolk,2020-03-18,4,8,6.212270348767622,1.722973790732786,3.3077723242647,3.6745953242788936,4.980193423392931,6.0537279809998745,7.271836476531469,9.290961304006911,10.0168487121508,NA,NA,NA,NA
E06000012,North East Lincolnshire,2020-03-18,0,0,5,5,0.12658903992144938,0.2564664719377527,1.4384103622589048,3.4657359027997265,6.931471805599453,14.97866136776995,18.444397270569677,NA,NA,NA,NA
E06000013,North Lincolnshire,2020-03-18,2,0,1.5629869893562194,1.105198699080129,0.1892849755327868,0.27771270886998983,0.7512330999464177,1.3116172545106068,2.104276367872954,3.70729926075654,4.3542030646850325,NA,NA,NA,NA
E06000024,North Somerset,2020-03-18,5,0,2.158282342656181,0.965213206563343,0.7007884018670422,0.8504278050269174,1.4540781465039296,2.016228033178896,2.708398597334612,3.9511756976718533,4.42084799977426,NA,NA,NA,NA
E08000022,North Tyneside,2020-03-18,9,4,2.737133248382246,0.8655575324263284,1.3125617839100467,1.4850058319471033,2.114678155010027,2.6464560241053383,3.2609784061596425,4.298727004201108,4.676338356895516,NA,NA,NA,NA
E10000023,North Yorkshire,2020-03-18,17,2,1.6063970785516841,0.4147699421751281,0.8990882504677623,0.9902185525352258,1.3106919147602534,1.5708438441555104,1.8634068239032935,2.343892468679914,2.515577249760174,NA,NA,NA,NA
E10000021,Northamptonshire,2020-03-18,16,1,1.6211506913893043,0.48879532472396026,0.8092725841705042,0.9091718574898987,1.270364587150619,1.572298406461957,1.9187987501672294,2.4998466764988647,2.7103216738556895,NA,NA,NA,NA
E06000057,Northumberland,2020-03-18,4,2,6.364389854156627,2.4055132572515823,2.5588148072866175,2.9870042653137165,4.6211442890900045,6.064024361167352,7.781345608046824,10.767088962738892,11.873654852791423,NA,NA,NA,NA
E06000018,Nottingham,2020-03-18,15,0,1.4010583076483198,0.44305353868695985,0.6718619171119189,0.7601309724272279,1.0824417842391652,1.3546432935225958,1.6691992944487077,2.2003923941619687,2.393680581014952,NA,NA,NA,NA
E10000024,Nottinghamshire,2020-03-18,31,1,2.638263861011591,0.5174061118963363,1.7234015459555438,1.8486666593337369,2.273346489757033,2.604518142828223,2.9664278688013668,3.542993556942081,3.7448056765652122,NA,NA,NA,NA
E08000004,Oldham,2020-03-18,13,2,1.5617465331519342,0.5205821777173114,0.7141299630508166,0.8147505926102768,1.1865187385878129,1.504300495361531,1.874520096533781,2.504807127774489,2.735345124006094,NA,NA,NA,NA
E10000025,Oxfordshire,2020-03-18,39,1,0.8626523136837657,0.2227358696309681,0.4828199514476084,0.531757892741722,0.7038554961852537,0.8435598487382663,1.0006692799912078,1.258695180743026,1.350891733887101,NA,NA,NA,NA
E06000031,Peterborough,2020-03-18,2,0,4.6158470195714125,2.6649605192876864,0.9518986248531932,1.2581128764402563,2.6576499566129717,4.114351109751698,6.031992055174347,9.686806741784842,11.116017679465994,NA,NA,NA,NA
E06000026,Plymouth,2020-03-18,5,3,3.4504899465806593,1.2199324198215962,1.489676650380937,1.7169736253581631,2.568937144212125,3.307833512396044,4.177003591740807,5.670929311473803,6.220662042293828,NA,NA,NA,NA
E06000044,Portsmouth,2020-03-18,4,1,2.951877348387866,1.2050988811383474,1.0832869617375087,1.2855498390661053,2.075764767663945,2.7896033957778625,3.651817568684798,5.172198268320837,5.740580859736679,NA,NA,NA,NA
E06000038,Reading,2020-03-18,6,3,1.7563803239354163,0.7170392646509997,0.6445606237029654,0.7649079471432586,1.2350893904973568,1.659826590899355,2.1728479090577975,3.077481276426632,3.4156714795444594,NA,NA,NA,NA
E09000026,Redbridge,2020-03-18,7,12,8.186032084676167,1.8780045581939475,4.9285260629397065,5.360537886157877,6.853554013943541,8.04287405096521,9.362646444857294,11.499983587716846,12.256540962482102,NA,NA,NA,NA
E06000003,Redcar and Cleveland,2020-03-18,2,0,2.1918759392036287,1.2654801635294788,0.4520175134769663,0.5974260695770882,1.2620086779363027,1.9537361538766598,2.8643449826531993,4.599866185990961,5.278539689048443,NA,NA,NA,NA
E09000027,Richmond upon Thames,2020-03-18,7,6,5.02932251269282,1.3948830923353348,2.677902422676582,2.974874555016393,4.031859126479191,4.900969969312584,5.887124810544622,7.521765510425583,8.109428583424735,NA,NA,NA,NA
E08000005,Rochdale,2020-03-18,6,4,3.0114111019157708,1.0038037006385903,1.3770089148856226,1.571028926779342,2.2878845101728347,2.9006417598420895,3.614511388140141,4.829851600511946,5.274382557698793,NA,NA,NA,NA
E08000018,Rotherham,2020-03-18,5,0,2.602909925282342,1.1640567064480432,0.8451577676800075,1.0256243729985743,1.7536326757940597,2.4315910182238247,3.2663555880955797,4.765157105139141,5.331586562773504,NA,NA,NA,NA
E06000017,Rutland,2020-03-18,0,0,5,5,0.12658903992144938,0.2564664719377527,1.4384103622589048,3.4657359027997265,6.931471805599453,14.97866136776995,18.444397270569677,NA,NA,NA,NA
E08000006,Salford,2020-03-18,4,6,5.052064546596122,1.5232547743378464,2.5219724191809973,2.8332930013133777,3.9588940905269907,4.89982398190799,5.979638530373307,7.79038422112558,8.446296887196162,NA,NA,NA,NA
E08000028,Sandwell,2020-03-18,7,2,2.575977979034497,0.8145957616186481,1.2352815682148097,1.3975725603035476,1.9901714186807444,2.490639593307262,3.0689804997031502,4.045629165934038,4.401007746698836,NA,NA,NA,NA
E08000014,Sefton,2020-03-18,4,2,3.4843719485306126,1.4224888913278617,1.278703095082379,1.5174525459624253,2.450215803223155,3.292825098265888,4.310575676332148,6.1052206549903465,6.776134830555296,NA,NA,NA,NA
E08000019,Sheffield,2020-03-18,55,5,2.7592423209924246,0.3654705735137718,2.0898231883657066,2.186847457681225,2.504740788380927,2.7431232840822086,2.996179366502661,3.3866256221634328,3.520244161139387,NA,NA,NA,NA
E06000051,Shropshire,2020-03-18,5,0,0.7335129300339625,0.5186719669150285,0.08883181879309791,0.13033113146693542,0.3525552010558717,0.6155446091304012,0.9875411213982496,1.739842981284412,2.043436234395976,NA,NA,NA,NA
E06000039,Slough,2020-03-18,15,4,2.566562621287295,0.6049446112840557,1.521107669615547,1.6588983932566999,2.1368800447629717,2.5191933455990676,2.944675437557427,3.635853933458945,3.8810200844292417,NA,NA,NA,NA
E08000029,Solihull,2020-03-18,1,0,2.6033835285926634,1.8408701470972346,0.3152818231168353,0.4625711518243511,1.2512886491394695,2.1846904545362253,3.5049801905156506,6.175049374526598,7.25256231558125,NA,NA,NA,NA
E10000027,Somerset,2020-03-18,8,4,3.6436098989271066,1.0985897197423613,1.8188769336963955,2.043405093290389,2.855202178041634,3.5338121670494194,4.31258744624584,5.61851908318619,6.091571210862718,NA,NA,NA,NA
E06000025,South Gloucestershire,2020-03-18,10,3,2.713500653739546,0.7525896725433067,1.444824816114838,1.6050519785632134,2.175333227860397,2.644249833277661,3.176315891801077,4.058263429776988,4.375328825511173,NA,NA,NA,NA
E08000023,South Tyneside,2020-03-18,2,0,4.6158470195714125,2.6649605192876864,0.9518986248531932,1.2581128764402563,2.6576499566129717,4.114351109751698,6.031992055174347,9.686806741784842,11.116017679465994,NA,NA,NA,NA
E06000045,Southampton,2020-03-18,4,4,4.584005582671757,1.5280018608905859,2.096099250351049,2.3914388063170366,3.4826448506046104,4.415391180562525,5.502051968701443,7.3520572087079135,8.028727487341936,NA,NA,NA,NA
E06000033,Southend-on-Sea,2020-03-18,5,0,1.7334603857173236,0.8667301928586618,0.4723096127365609,0.5921147037606592,1.0987192881093155,1.5913429605201292,2.214247534789167,3.3601641089074765,3.799430139291158,NA,NA,NA,NA
E09000028,Southwark,2020-03-18,74,15,2.102499198828028,0.24277569568286694,1.6537489940581112,1.7197290630280166,1.934058997602633,2.093162177188233,2.2607640746877706,2.517120929561292,2.6043019397824323,NA,NA,NA,NA
E08000013,St. Helens,2020-03-18,2,0,2.1918759392036287,1.2654801635294788,0.4520175134769663,0.5974260695770882,1.2620086779363027,1.9537361538766598,2.8643449826531993,4.599866185990961,5.278539689048443,NA,NA,NA,NA
E10000028,Staffordshire,2020-03-18,15,4,2.947512192747018,0.7610443756835005,1.6497001992798697,1.81691145735483,2.4049349013843373,2.882277019405694,3.4190888459874897,4.300712272304892,4.61572964397455,NA,NA,NA,NA
E08000007,Stockport,2020-03-18,12,3,2.0779823401400415,0.5553641408979133,1.1360522819154164,1.2562794785145452,1.6814703343359336,2.0287214828892126,2.4208860951577673,3.0677801096641173,3.2995978665896715,NA,NA,NA,NA
E06000004,Stockton-on-Tees,2020-03-18,6,4,4.182007568052413,1.3940025226841377,1.912280159843943,2.1817196786054196,3.177231541148877,4.028179940012647,5.01954514625964,6.707312705681845,7.324641846165627,NA,NA,NA,NA
E06000021,Stoke-on-Trent,2020-03-18,1,1,7.059364321560045,4.075725891360332,1.4558106370376729,1.9241272760513377,4.064545294365329,6.292388657466588,9.225182143533264,14.814766956716138,17.00056745198179,NA,NA,NA,NA
E10000029,Suffolk,2020-03-18,11,3,3.9259760359546196,1.0492612310876486,2.1463676318302616,2.373515420144177,3.1768375073517654,3.832906455264968,4.57383136120619,5.796021920623192,6.23400011746251,NA,NA,NA,NA
E08000024,Sunderland,2020-03-18,3,1,4.46821239782132,2.23410619891066,1.2174374935983272,1.5262501999322358,2.832087300814743,4.1018868408921545,5.707501808699322,8.661246056639303,9.793509556326908,NA,NA,NA,NA
E10000030,Surrey,2020-03-18,43,8,1.7023794887505888,0.30094102016210733,1.1644263100809253,1.2394095458593894,1.4909122831151422,1.6846795838351964,1.8945659059610909,2.2257351188166488,2.340879552506594,NA,NA,NA,NA
E09000029,Sutton,2020-03-18,14,2,1.4355043782527834,0.4539463426422677,0.6883801468722014,0.7788193631972146,1.109054428353676,1.387948216149881,1.7102378125714905,2.254490693535426,2.452531015610049,NA,NA,NA,NA
E06000030,Swindon,2020-03-18,3,1,4.8532051046905655,2.8019992736255634,1.0008475683222269,1.322808101812638,2.794312784029905,4.325921054937879,6.342171763817088,10.18492591458248,11.6876303562643,NA,NA,NA,NA
E08000008,Tameside,2020-03-18,13,2,2.611002025894667,0.6741578242135914,1.4613580133910145,1.6094791762687923,2.130369440069095,2.5532145907237735,3.0287399406029905,3.809710603881433,4.088763222440722,NA,NA,NA,NA
E06000020,Telford and Wrekin,2020-03-18,0,0,5,5,0.12658903992144938,0.2564664719377527,1.4384103622589048,3.4657359027997265,6.931471805599453,14.97866136776995,18.444397270569677,NA,NA,NA,NA
E06000034,Thurrock,2020-03-18,2,1,3.6850908230141988,1.8425454115070994,1.0040632216678276,1.2587518462945686,2.3357213115688618,3.3829693417852718,4.70717608407117,7.143232128972255,8.07704938304174,NA,NA,NA,NA
E06000027,Torbay,2020-03-18,9,3,2.6737420573072685,1.3368710286536343,0.728504721566901,0.9132957402656653,1.6946980698246137,2.4545358152974655,3.4153227889340214,5.182819389162194,5.860356683616863,NA,NA,NA,NA
E09000030,Tower Hamlets,2020-03-18,26,10,2.407911853382427,0.43962254619387586,1.624608015966662,1.733213284745829,2.098648346844644,2.3812107707256063,2.688090902631836,3.1737058586803673,3.342890978265682,NA,NA,NA,NA
E08000009,Trafford,2020-03-18,16,0,1.7084378891632168,0.5151134050891978,0.852846038805347,0.9581241628842767,1.3387644993565364,1.6569552632818731,2.022112135458174,2.6344452751454943,2.8562528233986235,NA,NA,NA,NA
E08000036,Wakefield,2020-03-18,5,1,2.4801793293348684,0.9374196731804322,0.9971607236604823,1.1640245813395211,1.8008429411641826,2.363128000923404,3.0323617775997804,4.195894986705417,4.627119646090932,NA,NA,NA,NA
E08000030,Walsall,2020-03-18,15,2,1.9322999378081973,0.4686515731739785,1.1256359212546396,1.2312320080448091,1.5990395593100624,1.8945466256756587,2.224462493709229,2.762186807092757,2.9533496848139746,NA,NA,NA,NA
E09000031,Waltham Forest,2020-03-18,15,3,3.1903339092594405,0.7519689138289125,1.8907940674266794,2.06207312150769,2.6562222991495905,3.131452117234661,3.660342366979107,4.519503244074541,4.8242539944968525,NA,NA,NA,NA
E09000032,Wandsworth,2020-03-18,62,19,3.3970620464645,0.39490044156774456,2.667424361422956,2.774633910527104,3.123029310480923,3.381772279619869,3.6544323293144094,4.071648561561697,4.213575297728315,NA,NA,NA,NA
E06000007,Warrington,2020-03-18,4,0,2.3229146323537417,1.1614573161768709,0.6329160559230668,0.7934602490660717,1.472333104481229,2.132470911099396,2.967190967035869,4.5027705507450095,5.091406724886338,NA,NA,NA,NA
E10000031,Warwickshire,2020-03-18,13,1,2.473287830334199,0.7821222853032159,1.186037650386653,1.3418589885241727,1.9108341725603375,2.3913514191546876,2.946637037748963,3.8843520649582985,4.225563646004677,NA,NA,NA,NA
E06000037,West Berkshire,2020-03-18,4,0,1.260893681530002,0.630446840765001,0.34355109083094193,0.430695558355016,0.7991923089600333,1.1575195491051053,1.6106112080569492,2.4441341312060567,2.76364980447156,NA,NA,NA,NA
E10000032,West Sussex,2020-03-18,14,6,2.4540258830690815,0.6135064707672704,1.4026878282376323,1.5392810988976342,2.017217453798213,2.403094039741081,2.8353954722853407,3.5425596409991775,3.7945710914637747,NA,NA,NA,NA
E09000033,Westminster,2020-03-18,72,12,1.9098741241670762,0.22827361934319576,1.4888405757011605,1.550535903066979,1.7513547932882902,1.9007872248504665,2.0584909331114174,2.3002108452025407,2.3825383967266265,NA,NA,NA,NA
E08000010,Wigan,2020-03-18,5,0,1.4064022715210749,0.9944765832687161,0.17032183976385648,0.2498906179288795,0.6759723180047957,1.1802155095799953,1.8934636589032738,3.3358909172263687,3.917985960560925,NA,NA,NA,NA
E06000054,Wiltshire,2020-03-18,10,3,2.4892525597639286,0.8297508532546428,1.1382447796702913,1.2986230192751798,1.8911806394579944,2.3976898806847204,2.9877792904129947,3.992387639205344,4.359839901823263,NA,NA,NA,NA
E06000040,Windsor and Maidenhead,2020-03-18,12,3,1.5670067979418358,0.4724703266099388,0.7822441476408102,0.8788069417304736,1.2279364000539743,1.5197861028005712,1.8547138778428949,2.416355713686908,2.6198011758556876,NA,NA,NA,NA
